user_id,datetime,weekday,place_name,transport_mode,lon_x,lat_y
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:32:51+02:00,Thu,,Walk,8.692212,47.184679
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:33:12+02:00,Thu,,Walk,8.691464,47.184685
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:33:23+02:00,Thu,,Walk,8.691361,47.184687
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:33:34+02:00,Thu,,Walk,8.691394,47.184684
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:33:56+02:00,Thu,,Walk,8.691361,47.184695
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:34:07+02:00,Thu,,Walk,8.691361,47.184683
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:34:18+02:00,Thu,,Walk,8.691365,47.184677
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:34:29+02:00,Thu,,Walk,8.691360,47.184672
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:34:40+02:00,Thu,,Walk,8.691379,47.184679
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:34:50+02:00,Thu,,Walk,8.691372,47.184696
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:35:12+02:00,Thu,,Walk,8.691377,47.184688
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:35:23+02:00,Thu,,Walk,8.691296,47.184771
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:35:34+02:00,Thu,,Walk,8.691115,47.184992
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:35:56+02:00,Thu,,Walk,8.690816,47.185389
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:36:07+02:00,Thu,,Walk,8.690805,47.185403
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:36:17+02:00,Thu,,Walk,8.690813,47.185402
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:36:28+02:00,Thu,,Walk,8.690808,47.185401
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:36:38+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:36:49+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:37:11+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:37:22+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:37:33+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:37:47+02:00,Thu,,Walk,8.690816,47.185404
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:37:58+02:00,Thu,,Walk,8.690818,47.185505
8b9c3584-5162-47e1-9627-ae0b7becf53c,2026-05-21T16:38:09+02:00,Thu,,Walk,8.691005,47.185788
